,Position,Edge,Path,Total
267,270,31,5,306
268,270,32,5,307
269,268,32,5,305
270,265,32,5,302
271,265,32,5,302
272,262,32,5,299
273,260,31,5,296
274,256,30,5,291
275,254,30,5,289
276,257,29,4,290
277,256,29,4,289
278,254,29,4,287
279,253,27,3,283
280,251,27,3,281
281,248,28,3,279
282,246,27,3,276
283,247,26,3,276
284,244,26,3,273
285,244,25,4,273
286,243,24,4,271
287,243,24,4,271
288,243,24,3,270
289,244,23,3,270
290,244,21,3,268
291,242,21,3,266
292,240,20,3,263
293,234,22,3,259
294,231,21,3,255
295,232,20,3,255
296,227,20,3,250
297,225,20,3,248
298,222,21,3,246
299,220,20,3,243
300,222,20,3,245
301,221,20,3,244
302,221,19,3,243
303,220,19,3,242
304,217,19,3,239
305,215,18,3,236
306,214,17,3,234
307,213,17,3,233
308,208,18,3,229
309,207,18,3,228
310,205,18,3,226
311,204,18,3,225
312,202,18,3,223
313,199,19,3,221
314,195,18,3,216
315,197,20,3,220
316,196,17,3,216
317,195,15,3,213
318,192,15,3,210
319,192,15,3,210
320,189,16,3,208
321,187,15,3,205
322,185,15,3,203
323,184,15,3,202
324,182,14,3,199
325,180,14,3,197
326,179,13,3,195
327,177,13,3,193
328,174,12,3,189
329,173,12,3,188
330,171,12,3,186
331,170,12,3,185
332,167,12,3,182
333,166,12,3,181
334,165,10,3,178
335,166,10,3,179
336,164,10,3,177
337,165,9,3,177
338,162,9,3,174
339,161,9,3,173
340,160,8,2,170
341,158,8,2,168
342,155,7,2,164
343,154,7,2,163
344,153,7,2,162
345,151,7,2,160
346,151,7,2,160
347,151,8,2,161
348,150,7,1,158
349,149,7,1,157
350,147,7,1,155
351,146,7,1,154
352,145,7,1,153
353,144,7,1,152
354,144,7,1,152
355,142,7,1,150
356,142,6,1,149
357,141,6,1,148
358,140,6,1,147
359,140,5,1,146
360,139,5,1,145
361,137,5,1,143
362,134,5,1,140
363,134,4,1,139
364,132,4,1,137
365,130,4,1,135
366,129,4,1,134
367,128,4,1,133
368,127,4,1,132
369,126,4,1,131
370,122,5,1,128
371,121,5,1,127
372,120,4,1,125
373,118,3,1,122
374,116,3,1,120
375,115,3,1,119
376,114,3,1,118
377,112,3,1,116
378,111,2,1,114
379,110,2,1,113
380,109,2,1,112
381,108,2,1,111
382,107,2,1,110
383,106,2,1,109
384,104,2,1,107
385,103,2,1,106
386,101,2,1,104
387,99,2,1,102
388,98,2,1,101
389,96,3,1,100
390,94,3,1,98
391,93,3,1,97
392,92,3,1,96
393,88,3,1,92
394,87,3,1,91
395,86,3,1,90
396,83,3,1,87
397,82,3,1,86
398,80,3,1,84
399,81,2,0,83
400,80,2,0,82
401,78,2,0,80
402,75,2,0,77
403,74,2,0,76
404,74,1,0,75
405,73,1,0,74
406,73,0,0,73
407,72,0,0,72
408,70,0,0,70
409,69,0,0,69
410,68,0,0,68
411,67,0,0,67
412,65,0,0,65
413,64,0,0,64
414,63,0,0,63
415,62,0,0,62
416,61,0,0,61
417,60,0,0,60
418,59,0,0,59
419,58,0,0,58
420,57,0,0,57
421,56,0,0,56
422,54,0,0,54
423,53,0,0,53
424,52,0,0,52
425,50,0,0,50
426,49,0,0,49
427,48,0,0,48
428,46,0,0,46
429,44,0,0,44
430,43,0,0,43
431,42,0,0,42
432,41,0,0,41
433,40,0,0,40
434,37,0,0,37
435,35,0,0,35
436,34,0,0,34
437,33,0,0,33
438,32,0,0,32
439,29,0,0,29
440,28,0,0,28
441,27,0,0,27
442,26,0,0,26
443,25,0,0,25
444,23,0,0,23
445,22,0,0,22
446,20,0,0,20
447,19,0,0,19
448,17,0,0,17
449,16,0,0,16
450,15,0,0,15
451,14,0,0,14
452,13,0,0,13
453,12,0,0,12
454,11,0,0,11
455,9,0,0,9
456,7,0,0,7
457,6,0,0,6
458,4,0,0,4
459,3,0,0,3
460,2,0,0,2
